ResponseId,EdLevelNum,BinnedSalary_$1K,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp
20861,4 Bachelorï¿½ï,107,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses",Coursera;Codecademy,6,4,"Developer, front-end;Engineer, site reliability;Developer, full-stack;Developer, back-end;Database administrator;Cloud infrastructure engineer;System administrator;Security professional",20 to 99 employees,I have some influence,Other (please specify):;Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",107000,Yearly,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Python;R;Rust;Scala;SQL;TypeScript,Bash/Shell;Clojure;Erlang;Fortran;Go;Haskell;Julia;LISP;Lua;Perl;Python;Rust;Scala;TypeScript,DynamoDB;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Microsoft Azure,AWS;Microsoft Azure,Express;FastAPI;Svelte;Vue.js,Deno;Django;FastAPI;Next.js;Nuxt.js;React.js;Svelte;Vue.js,NumPy;Pandas,Apache Kafka;Apache Spark,Docker;Homebrew;Kubernetes;npm;Terraform;Yarn,Ansible;Docker;Homebrew;Kubernetes;Pulumi;Terraform,RStudio;Visual Studio Code,Vim;Visual Studio Code,Linux-based;macOS;Other (please specify):,Linux-based;Other (please specify):,Git,Command-line,,,Confluence;Jira Work Management;Stack Overflow for Teams,Trello,Slack;Zoom,Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
20863,4 Bachelorï¿½ï,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague;Hackathons (virtual or in-person)",,,17,10,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",200000,Yearly,Bash/Shell;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell;Go;Python;Ruby;Rust,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,DynamoDB;PostgreSQL;Redis,AWS;Heroku;VMware,AWS,,,,,Docker;Homebrew;Kubernetes;Terraform,Docker;Kubernetes;Terraform,Atom;IntelliJ;PyCharm;Vim;Visual Studio Code,Visual Studio Code,Linux-based;macOS,Linux-based;macOS,Git,Command-line,,,Confluence;Notion,Notion,Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
20866,4 Bachelorï¿½ï,76,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses;Interactive tutorial",,11,3,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",76000,Yearly,Bash/Shell;C#;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell;C;C#;C++;Dart;Elixir;F#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET Core ;Express;React.js,Angular;ASP.NET Core ;Express;Svelte,Xamarin,Electron;Flutter,npm,Docker;npm;Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
20869,4 Bachelorï¿½ï,105,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);How-to videos",,22,11,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",105000,Yearly,HTML/CSS;JavaScript,,MongoDB,,AWS;VMware,,jQuery;Node.js,,,,npm,,Sublime Text,,,Windows,Git,Command-line;Dedicated version control GUI application,,,Confluence,,Microsoft Teams,,Very favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,11
20871,4 Bachelorï¿½ï,248,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum)","Technical documentation;Blogs;Written Tutorials;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial",,8,6,"Developer, back-end;Engineering manager",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",248500,Yearly,Bash/Shell;Haskell;Ruby;SQL;TypeScript,Haskell;SQL,PostgreSQL;SQLite,PostgreSQL;SQLite,,,,,,,,,Neovim,Neovim,Linux-based,Linux-based,Git,Code editor;Command-line,,,Notion,,Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Yes,People manager,6
20884,4 Bachelorï¿½ï,50,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Colleague","Technical documentation;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos",Udemy,2,Less than 1 year,"Developer, front-end",500 to 999 employees,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",50000,Yearly,HTML/CSS;JavaScript,HTML/CSS;Java;JavaScript;Python;TypeScript,MongoDB,MongoDB,Heroku,Firebase,Express;jQuery;Node.js;React.js,Angular.js;Django;Express;Node.js;React.js,,,npm,npm,Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Linux-based;Windows,Git;Other (please specify):,Code editor;Command-line;Dedicated version control GUI application,,,Jira Work Management,,,,Unfavorable,Stack Overflow,Daily or almost daily,Not sure/can't remember,,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,
20889,4 Bachelorï¿½ï,100,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification","Technical documentation;Blogs;Programming Games;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts);Coding sessions (live or recorded)",Coursera;Codecademy;edX,10,6,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Project manager",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",100000,Yearly,HTML/CSS;Java;JavaScript;Python;SQL,,Microsoft SQL Server;PostgreSQL,,Heroku,,Angular.js;jQuery;Node.js,React.js,,,Docker;npm,Kubernetes,Atom,,,Windows,Git,Command-line;Version control hosting service web GUI,,,,,Slack;Zoom,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
20901,5 Masterï¿½ï,130,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;School (i.e., University, College, etc);On the job training",,,7,2,Other (please specify):,20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",130000,Yearly,C;C++;Julia;LISP,JavaScript;Julia;Rust;TypeScript,,,,,,,,,,,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,macOS,macOS;Windows,Git,Code editor;Command-line,,,,,Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Bisexual,White,"Or, in your own words:",I have an anxiety disorder,No,,
20903,4 Bachelorï¿½ï,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague;Hackathons (virtual or in-person)",Technical documentation;Blogs;Stack Overflow;Online books;How-to videos;Coding sessions (live or recorded),,35,35,"Developer, front-end;Developer, full-stack;Developer, back-end",I donï¿½ï¿½ï¿½,I have some influence,Ask developers I know/work with,United States of America,"USD	United States dollar",150000,Yearly,Bash/Shell;Java;JavaScript;Perl;Ruby;SQL,Python,Elasticsearch;PostgreSQL,,AWS,,jQuery;Ruby on Rails,,,,Chef;Homebrew,,Vim,,Linux-based;macOS,macOS,Git,Command-line,,,Confluence;Jira Work Management;Trello,Confluence;Jira Work Management,Cisco Webex Teams;Microsoft Teams;Zoom,Microsoft Teams,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,No,,"No, not really",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,35
20904,5 Masterï¿½ï,185,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);How-to videos",,8,6,"Developer, full-stack;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,"USD	United States dollar",185000,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Go;JavaScript;Rust;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL,DynamoDB;Microsoft SQL Server;MySQL,AWS;Heroku,AWS;Heroku,Angular.js;ASP.NET Core ;Express;Next.js;Node.js;React.js,ASP.NET Core ;Blazor;Deno;Express;Next.js;Node.js;React.js;Svelte,.NET,React Native,Docker;npm;Terraform,Docker;npm;Terraform,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line;Dedicated version control GUI application,,,Confluence;Jira Work Management,,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
20905,5 Masterï¿½ï,220,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,",Books / Physical media;On the job training;Colleague,,,6,20,"Developer, back-end",100 to 499 employees,I have some influence,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",220000,Yearly,Java;Python;SQL,Go;Java;Python;Rust,Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,AWS;Google Cloud,AWS,Django,Django;React.js,Apache Kafka;Spring;TensorFlow,Apache Kafka;Electron;Hadoop;Keras;React Native;TensorFlow,Docker;Homebrew;Kubernetes;Terraform,Docker;Homebrew;Kubernetes,IntelliJ;PyCharm;Sublime Text,IntelliJ;PyCharm;Sublime Text;Visual Studio Code,Linux-based;macOS,macOS,Git,Command-line,,,Confluence;Stack Overflow for Teams,Confluence;Jira Work Management;Stack Overflow for Teams,Cisco Webex Teams;Slack;Zoom,Slack,Favorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,No,,
20907,4 Bachelorï¿½ï,95,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Coding sessions (live or recorded),,11,8,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile","5,000 to 9,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",95000,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Go;Rust,Microsoft SQL Server,,Google Cloud;Microsoft Azure,AWS;Microsoft Azure,Blazor;Node.js;React.js,Angular.js;Blazor,.NET;Xamarin,.NET,npm,Docker;npm,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,8
20914,4 Bachelorï¿½ï,200,I am a developer by profession,Retired,,,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification","Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Udemy,40,40,,"Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,"USD	United States dollar",200000,Yearly,Bash/Shell;Clojure;HTML/CSS;JavaScript;Python,Bash/Shell;C++;Clojure;HTML/CSS;JavaScript;Lua;Python;Solidity,DynamoDB;MongoDB;MySQL;PostgreSQL,MongoDB;PostgreSQL;Redis,AWS;Google Cloud;Heroku;Microsoft Azure,DigitalOcean,FastAPI;Flask,FastAPI;Flask;Next.js;Vue.js,Flutter;NumPy;Pandas,Apache Kafka;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Homebrew,Docker;Homebrew;Terraform,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,macOS,macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;monday.com;Smartsheet;Trello,,Cisco Webex Teams;Google Chat;Microsoft Teams;RingCentral;Zoom,Zoom,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,Neutral,65 years or older,Man,No,Straight / Heterosexual,White;North American,I am deaf / hard of hearing,I have an anxiety disorder,,,
