,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,t_dat,customer_id,price,sales_channel_id,month,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,age_group,age_group_order,age_group_order_rev,price_int,age_rev
4360373,88352,832481,Mia,253,Vest top,Garment Upper body,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Vest top in soft, ribbed jersey made from a viscose blend with decorative buttons down the front.",2020-05-24,1260061,0.0169322033898305,2,5,0.0,,ACTIVE,NONE,35.0,fff36004136bee7df50785e60c159f4696b59d2b3b253bda56c7da2e81a3ec7a,35-44,35.0,5.0,16,6
4476842,103643,914200,Alyssa Sneaker,94,Sneakers,Shoes,1010005,Colour blocking,12,Light Beige,1,Dusty Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Mesh trainers with imitation leather details, lacing at the front and a padded edge and tongue. Mesh linings and insoles and chunky, patterned soles.",2020-07-30,228482,0.0593050847457627,2,7,0.0,,ACTIVE,NONE,35.0,445d3113618f63ca7c9f86be376e7914e40660d4fa0c107e2a1a51cdfea4ebca,35-44,35.0,5.0,59,6
1729604,78526,794468,Dublin dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, V-neck dress in woven fabric with ties at the neckline, long sleeves with narrow elastication at the cuffs, and an elasticated seam at the waist.",2020-07-24,503108,0.0254067796610169,2,7,0.0,,ACTIVE,NONE,30.0,40c717ea748a299c3c220e12cd202f9f8e0b4bd1adc8c5d437dbe7173c6449da,25-34,30.0,10.0,25,11
397304,94501,862937,Jet dress woven,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, gently fitted dress in a viscose weave with a V-neck and buttons down the front. Short, elasticated puff sleeves. Unlined.",2020-05-12,1311620,0.0254067796610169,1,5,0.0,,ACTIVE,NONE,27.0,2c5a24f3e4293f9030b5ec3bf479f56e320c0672fb4215fccb86d5ead23c9ed5,25-34,27.0,13.0,25,14
3297182,104271,920753,Flirty Cosette earcuff,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal ear cuffs in various designs.,2020-07-28,127150,0.0118474576271186,2,7,1.0,1.0,ACTIVE,Regularly,27.0,cb5daf9166adf9d1acde9a9798b306d9524b1471f46474b539fa9bddd0e14d67,25-34,27.0,13.0,11,14
2526476,93383,857812,Marina,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,-1,Unknown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, wide dress in an airy weave with a V-shaped opening at the top and narrow ties at the neckline. 3/4-length raglan puff sleeves with elastication at the cuffs and a seam at the waist and on the skirt. Unlined.",2020-07-21,349078,0.0254067796610169,2,7,1.0,1.0,ACTIVE,Regularly,26.0,f477f98ff9ba9ddc0666230c20d7467c4ae3d1d88215781dca4f03472f80cfd4,25-34,26.0,14.0,25,15
3071182,38616,658298,Skirt Mini,275,Skirt,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"5-pocket skirt in washed denim with a high waist, button fly and frayed, raw-edge hem.",2020-07-27,518940,0.0212711864406779,2,7,0.0,,ACTIVE,NONE,26.0,21f540f7b27426f02f6dfaec24158df10dad764835702a3103c3b622dc88fafd,25-34,26.0,14.0,21,15
50985,102911,907696,Jinny smock top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, smocked top in soft cotton jersey with narrow shoulder straps and a small, overlocked frill trim at the top and hem.",2020-07-13,593715,0.0169322033898305,1,7,0.0,,ACTIVE,NONE,26.0,4d22901a97bd952bb92cdd31b38c39b41dd3250a735cabdfac1503eb405b807d,25-34,26.0,14.0,16,15
390814,82754,809835,Kendrick soft top bea pad,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with narrow, adjustable shoulder straps, removable inserts that shape the bust and provide good support, and a wide lace trim at the hem. No fasteners.",2020-07-22,359449,0.0135423728813559,2,7,1.0,1.0,ACTIVE,Regularly,28.0,8bea14e5409ea8733f4e747887eff6b4bd58391605b495b9fa5e633262239735,25-34,28.0,12.0,13,13
2819704,87790,829646,Loris basic denim,262,Jacket,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Straight-cut jacket in cotton denim with a collar and buttons down the front. Flap chest pockets with a button, front pockets and long sleeves with buttoned cuffs. Unlined.",2020-07-31,826535,0.0304915254237288,2,7,1.0,1.0,ACTIVE,Regularly,29.0,3bfb06c364fb401836f6c8d73aacecf09f305ee78222d3d9ff2b66926c1241a5,25-34,29.0,11.0,30,12
3291466,98422,879248,Glamping,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in lightweight sweatshirt fabric with an elasticated, drawstring waist, side pockets and rounded hems.",2020-06-17,897342,0.0169322033898305,2,6,0.0,,ACTIVE,NONE,25.0,fbb2e2bbadc5a758407479c466ae6f81daa5ef73e9d064f6edb62761671ac63f,25-34,25.0,15.0,16,16
307306,3513,456163,Woody(1),308,Hoodie,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.",2020-05-09,396559,0.0338813559322033,1,5,0.0,,ACTIVE,NONE,33.0,1fc046d2606a428304ce28b068cb3644001c99482469ed5389cb63b8f4fe6b58,25-34,33.0,7.0,33,8
2897781,70114,759465,TILDA HIP BELT,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Belt with a metal buckle. Width approx. 2.5 cm.,2020-06-02,504156,0.0118474576271186,2,6,0.0,,ACTIVE,NONE,25.0,30e48516d5f0efdb662c45ee658ae440d37c676ba8fef5bc1aeffbb990ad7033,25-34,25.0,15.0,11,16
3152054,93301,857572,SF Michelle dress,265,Dress,Garment Full body,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Long dress in a patterned Tencel™ lyocell and viscose weave with a deep V-neck, a V-shaped panel at the waist with a piped trim, and a concealed zip in one side. Long puff sleeves with gathered, vertical seams at the top for added volume, a seam at the elbows and close-fitting cuffs. Unlined.",2020-05-24,1212309,0.0406610169491525,1,5,0.0,,ACTIVE,NONE,30.0,deb5d98224d0463302a7012560ff05f0c625a6b34df527e99b583171f3774e58,25-34,30.0,10.0,40,11
1368448,79450,797826,Kicki 3pk ss tee,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,Soft cotton jersey T-shirts in various designs.,2020-06-03,375887,0.0250169491525423,2,6,0.0,,ACTIVE,NONE,31.0,4093a6d603dd4760d2df960190b18d308819ba01b3cbd8890ba20fe21ccb38f6,25-34,31.0,9.0,25,10
985328,78528,794468,Dublin dress,265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, V-neck dress in woven fabric with ties at the neckline, long sleeves with narrow elastication at the cuffs, and an elasticated seam at the waist.",2020-06-18,384305,0.0137118644067796,2,6,0.0,,ACTIVE,NONE,26.0,9f7fcd2f496be612f7c5bc8789b1b61e18ca4ce6b35f6ab6e65b6ebc7231e65b,25-34,26.0,14.0,13,15
2830310,84604,816423,Ozzy HW Denim Shorts,274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,3,Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,"High-waisted shorts in superstretch twill with a zip fly and button, back pockets and sewn-in turn-ups at the hems.",2020-06-22,52009,0.0254067796610169,2,6,0.0,,ACTIVE,NONE,25.0,0ed0b0a134c10aac3b4fed2b24d342e78d2b47304722de413a5c6fa5ad7b8627,25-34,25.0,15.0,25,16
2413434,20517,589440,Valentina padded body 1,283,Underwear body,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre body with a gently sculpting effect on the waist, hips, back and seat. Non-wired, mesh-lined lace cups with removable inserts that give the bust a natural shape and light support. Narrow adjustable shoulder straps and glued hems for a smooth silhouette. Lined gusset with press-studs.",2020-06-19,661118,0.0406610169491525,2,6,0.0,,ACTIVE,NONE,27.0,890fc96d7447335705a6e10cc3179cbc26e28d8973be447ae4baac67157f8ebd,25-34,27.0,13.0,40,14
3561275,85622,820484,Tilda linen,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,T-shirt in airy linen jersey with a round neckline and gently rounded hem.,2020-06-17,496938,0.008457627118644,2,6,1.0,1.0,ACTIVE,Regularly,25.0,cc6e01585d650f85673e14508af08e474c3e5d3229d570b4af70b2e76b309d06,25-34,25.0,15.0,8,16
2258195,86345,823505,Lazer Razer Push Up,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps, scalloped edges at the top and a hook-and-eye fastener at the back.",2020-06-20,332484,0.0304915254237288,2,6,0.0,,ACTIVE,NONE,27.0,e359da41e63b9e8f48ff590dde20059c177a12133e9ddaaad65ab0856f3d8703,25-34,27.0,13.0,30,14
1136731,56132,713199,Wannabe Superpush,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, super push-up balconette bikini top with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and a metal fastener at the back.",2020-06-24,138043,0.0220169491525423,2,6,0.0,,ACTIVE,NONE,26.0,f23166ef5d9b5c87af818ea311f61746aca3ede870710eb0f604b92781bca223,25-34,26.0,14.0,22,15
1184528,89816,840061,Menorca linen dress,265,Dress,Garment Full body,1010016,Solid,8,Dark Grey,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in a soft linen and viscose weave with a collar, V-neck and buttons down the front. Short sleeves and a tapered waist with a detachable tie belt. Unlined.",2020-05-23,691146,0.0474406779661016,2,5,1.0,1.0,ACTIVE,Regularly,31.0,7b10227b9c459199363610a69545b3a14df472b9ceca732bd7c0ebe4a408c6b7,25-34,31.0,9.0,47,10
954731,83394,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010021,Lace,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back.",2020-06-10,1208803,0.0304915254237288,1,6,1.0,1.0,ACTIVE,Regularly,27.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,25-34,27.0,13.0,30,14
393936,103605,913720,DOROTHY MIDI DRESS,265,Dress,Garment Full body,1010006,Dot,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Calf-length dress in a crêpe weave with a round neckline and a small opening with a button at the back of the neck. Short sleeves with a flounce over each shoulder and covered elastication at the hems. Gathered seams on the skirt for added width. Unlined.,2020-06-21,162542,0.0423559322033898,2,6,1.0,1.0,ACTIVE,Regularly,28.0,30ad8d79e5d9b05e399d43fb9cd75c9f11ff2c87e543abd241ebe16282d6cfb9,25-34,28.0,12.0,42,13
1263912,15251,566140,Timeless Tie Tanga,59,Swimwear bottom,Swimwear,1010017,Stripe,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and ties at the sides.,2020-06-21,606534,0.0169322033898305,2,6,0.0,,ACTIVE,NONE,29.0,0d56598eba0387ca93d4a4374fb6091848fa89cb77ea80202b603470bbc1b9fa,25-34,29.0,11.0,16,12
2121504,89863,840360,Money tee TVP,255,T-shirt,Garment Upper body,1010014,Placement print,51,Light Pink,7,Medium,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Straight-cut T-shirt in cotton jersey with a motif and ribbed neckline.,2020-06-12,862215,0.0135423728813559,1,6,0.0,,ACTIVE,NONE,27.0,19fe53e31c54583ebaeaaa5d1eb64882515616ea57d4413b06c18b4c3fe2916e,25-34,27.0,13.0,13,14
455500,70975,762286,Common(1),265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, knee-length dress in ribbed jersey with narrow, rounded shoulder straps.",2020-06-03,437202,0.0254067796610169,2,6,1.0,1.0,ACTIVE,Regularly,26.0,86fdd5f8f285f84c741e4bd473f86b45e4075cf8c1219d181cb46bdbac0742d3,25-34,26.0,14.0,25,15
3210467,95942,868392,Lilja top,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Straight-style top in an airy rib knit with a round neckline, dropped shoulders, short sleeves and high slits in the sides.",2020-05-20,264688,0.0254067796610169,2,5,0.0,,ACTIVE,NONE,30.0,7262039810bfe488b5e107c77ec88d630b852c786b2a3e30b240d3d5b725b71f,25-34,30.0,10.0,25,11
433988,658,278811,Hilly Biker 2pk HW LS,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping bikers in microfibre with a high waist, lined gusset, longer legs and laser-cut edges. Light shaping effect on the waist, bum and hips.",2020-06-19,273638,0.0338813559322033,1,6,1.0,,ACTIVE,Regularly,26.0,89d1e81992c2e7309ddfa1a207fbeaa6fe5d31b0cea23780a20e0c439de3d88c,25-34,26.0,14.0,33,15
2130731,78026,792071,LILY shorts,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Shorts in soft, organic cotton jersey with an elasticated drawstring waist and side pockets.",2020-06-02,257014,0.0057457627118644,1,6,0.0,,ACTIVE,NONE,31.0,2e595a52dd453a6be3996619c0fe176abfa192de4282196d47320b89d5a337f0,25-34,31.0,9.0,5,10
2884859,28967,624486,Brit Baby Tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, fitted top in ribbed cotton jersey with short sleeves.",2020-06-20,829205,0.0135423728813559,1,6,0.0,,ACTIVE,NONE,32.0,a3629d69e41b02da7f242e83f64f71db66fb4f689eeec447784dfed6a761bd14,25-34,32.0,8.0,13,9
1501443,79397,797527,Ophelia Push Melbourne Cradle,306,Bra,Underwear,1010016,Solid,52,Pink,3,Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",2020-06-13,1211503,0.0254067796610169,2,6,1.0,1.0,ACTIVE,Regularly,32.0,9da4e06876a1d9db504f1fb8a43f4da28169b51a7d042174be025adccd413461,25-34,32.0,8.0,25,9
2869266,98134,877599,Jess 2 pack frill shorts (J),296,Pyjama bottom,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Shorts in soft, airy viscose jersey with covered elastication at the waist and small frill trims with overlocked edges at the hems.",2020-06-17,627767,0.020322033898305,2,6,1.0,1.0,ACTIVE,Regularly,25.0,c9757f35fb21d5bf955f27d60becbcf8a1bd3182e559a85e0c10b8cb6a28b8ed,25-34,25.0,15.0,20,16
2581682,83326,811783,Timeless Rem Pads Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, V-neck swimsuit with a low-cut back, narrow, adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support.",2020-06-19,645622,0.0338813559322033,2,6,0.0,,ACTIVE,NONE,28.0,a3b162b45ef54dc16f6f29dfb1f297de3e7eba1a2b3d4ea52debe1f8b809c4e6,25-34,28.0,12.0,33,13
4017633,72487,767834,Strap Top.,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted strappy top in soft organic cotton jersey.,2020-07-12,1033727,0.008457627118644,2,7,0.0,,ACTIVE,NONE,30.0,a8558ec4b411119a98b9f18f85b502d6349dd2fcfb3914f44b56ae3114ec31ec,25-34,30.0,10.0,8,11
3508312,54670,708311,vermont fancy slacks (1),272,Trousers,Garment Lower body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length trousers in woven fabric with creases, a regular waist, hook-and-eye fastener and zip fly. Diagonal side pockets and fake welt back pockets.",2020-06-10,732166,0.0338813559322033,2,6,0.0,,ACTIVE,NONE,34.0,86ced7c94f008d31bfae65fc1cb792db436b3ddfc9c796dc3432f5f79e82a1c5,25-34,34.0,6.0,33,7
1785449,82049,807241,1p Fun Socks,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops.",2020-07-14,1098904,0.0050677966101694,1,7,0.0,,ACTIVE,NONE,31.0,e61b3083f50f479d206fa93c1c4ebb02de671d66c11a57aa4dce87d9ce32353b,25-34,31.0,9.0,5,10
3174204,43705,677930,Queen Sweater,252,Sweater,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbing around the neckline, cuffs and hem.",2020-07-13,972310,0.0169322033898305,2,7,0.0,,ACTIVE,,40.0,14ab5ef114261c17d457ccd33470e0e910beb93fb2e1229db37b0696c42a89b2,35-44,40.0,0.0,16,1
252390,102814,906729,Strong seamless Biker,274,Shorts,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,High-waisted cycling shorts in fast-drying functional fabric designed with the minimum number of seams for a more comfortable fit and increased mobility.,2020-06-26,921933,0.0203559322033898,2,6,1.0,1.0,ACTIVE,Regularly,28.0,0cc530c0cb9280137cdb39c4ebadf9785c8c0c2973999c4c19780949f9422611,25-34,28.0,12.0,20,13
3657781,100131,888484,Gemini skirt.,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"High-waisted, short skirt in chiffon with a concealed zip and button at one side, elastication at the back of the waist and pleats front and back to create soft draping. Lined.",2020-07-10,234358,0.0169322033898305,2,7,1.0,1.0,ACTIVE,Regularly,29.0,b383eed39fcb4261f09be7c850ad630ba4c5ac59ca5d419e80fd53511e120669,25-34,29.0,11.0,16,12
259237,22844,600372,Simple Thing Bandeau,298,Bikini top,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with removable inserts and a decorative double layer of mesh frills. Detachable, adjustable shoulder straps, a metal fastener at the back, a silicone trim at the top and side support.",2020-07-15,786164,0.0108305084745762,2,7,1.0,1.0,ACTIVE,Regularly,31.0,2b3f9b2dd492c948caff6a764efc03ccc0a16c5be5cacf26380f5bf4f524e4b1,25-34,31.0,9.0,10,10
