,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,year_range_built,year_range_built_numeric,year_range_built3,property_value_$1K,year_range2,year_range2_rev
384220,17187840,,,,4.5,5.0,,,4.5,,1671.0,3417.0,3417.0,,,1671.0,,6111.0,1.0,4.0,2.0,717.0,,,34212639.0,-119018402.0,7927.0,,,,,,1111,261.0,,61110056.003046,51239.0,2061.0,,97091.0,10.0,,1.0,,,260.0,,2005.0,2.0,,319799.0,639598.0,2015.0,319799.0,6843.18,0,,61110056003046.0,2005-2009,4,2003-2006,639.0,2003-2005,3 2003-2005
528268,11195846,1.0,,,3.0,4.0,,4.0,3.0,,,2128.0,2128.0,,,,,6037.0,,3.0,,,,2.0,34617030.0,-118127164.0,41850.0,,,,,,01DC,266.0,PDR2*,60379102.01103,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,2002.0,,,118325.0,147105.0,2015.0,28780.0,3744.25,0,,60379102011030.0,2000-2004,3,2000-2003,147.0,2001-2003,4 2001-2003
430711,14751357,,,,2.0,3.0,,,2.0,,,1394.0,1394.0,,,,,6059.0,,2.0,2.0,0.0,,,33618557.0,-117930799.0,,,,,,,34,266.0,,60590635.002025,53571.0,1286.0,,96981.0,0.0,,,,,,,1999.0,,,168387.0,704095.0,2015.0,535708.0,7845.88,0,,60590635002025.0,1995-1999,2,1997-2000,704.0,1997-1999,6 1997-1999
251707,11242456,1.0,,,3.0,4.0,,4.0,3.0,,,2625.0,2625.0,,,,,6037.0,,3.0,,,,2.0,34512306.0,-118161649.0,65970.0,,,,,,0100,261.0,LCA21*,60379108.041021,16677.0,3101.0,,97298.0,0.0,,,,1.0,,,2004.0,,,371589.0,546452.0,2015.0,174863.0,7977.66,0,,60379108041021.0,2000-2004,3,2003-2006,546.0,2003-2005,3 2003-2005
214033,11177323,1.0,,,3.0,3.0,,4.0,3.0,,,1933.0,1933.0,,,,,6037.0,,3.0,,,,2.0,34496892.0,-118617739.0,218302.0,,,,,,010D,269.0,,60379201.021032,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,2007.0,,,151000.0,386000.0,2015.0,235000.0,5622.53,0,,60379201021032.0,2005-2009,4,2006-2009,386.0,2005-2007,2 2005-2007
172679,14135147,,,,4.5,5.0,,,4.5,,,4123.0,4123.0,,,,,6059.0,,4.0,2.0,453.0,True,,33887401.0,-117957184.0,8457.0,1.0,,,1.0,,1,261.0,,60590017.041028,24812.0,1286.0,763789.0,97041.0,0.0,,1.0,,,,,2003.0,,,535685.0,967820.0,2015.0,432135.0,15236.68,0,,60590017041028.0,2000-2004,3,2000-2003,967.0,2001-2003,4 2001-2003
342960,14725430,,,,2.5,3.0,,,2.5,,,1904.0,1904.0,,,,,6059.0,,2.0,2.0,0.0,,,33734180.0,-117769277.0,,,,,,,1,266.0,,60590524.202001,52650.0,1286.0,274371.0,96939.0,0.0,,1.0,,,,,2002.0,,,179149.0,582053.0,2015.0,402904.0,7366.82,0,,60590524202001.0,2000-2004,3,2000-2003,582.0,2001-2003,4 2001-2003
49526,11528941,1.0,,,3.0,4.0,,4.0,3.0,,,2252.0,2252.0,,,,,6037.0,,3.0,,,,2.0,33998881.0,-118395328.0,4233.0,,,,,,010D,269.0,CCC3,60377026.006002,51617.0,3101.0,762183.0,96095.0,0.0,,,,1.0,,,1999.0,,,406669.0,625346.0,2015.0,218677.0,7892.64,0,,60377026006002.0,1995-1999,2,1997-2000,625.0,1997-1999,6 1997-1999
399532,14147636,,,,3.5,4.0,,,3.5,,,3532.0,3532.0,,,,,6059.0,,3.0,2.0,704.0,,,33914242.0,-117915694.0,10308.0,,,,,,1,261.0,,60590016.012001,24812.0,1286.0,,97043.0,0.0,,1.0,,,,,2001.0,,,536409.0,1000000.0,2015.0,463591.0,11103.1,0,,60590016012001.0,2000-2004,3,2000-2003,1000.0,1999-2001,5 1999-2001
605967,13894456,,,,3.5,3.0,,,3.5,,,2935.0,2935.0,,,,,6059.0,1.0,3.0,2.0,543.0,True,,33555293.0,-117809981.0,6000.0,,,1.0,,,122,261.0,,60590626.042086,,1286.0,,96969.0,6.0,,1.0,,,,,2005.0,1.0,,602024.0,3993011.0,2015.0,3390987.0,41256.94,0,,60590626042086.0,2005-2009,4,2003-2006,3993.0,2003-2005,3 2003-2005
328250,11133686,1.0,,,3.0,4.0,,4.0,3.0,,,2301.0,2301.0,,,,,6037.0,,3.0,,,,2.0,34394049.0,-118589885.0,5491.0,1.0,,,,1.0,0100,261.0,LCA25*,60379203.391067,,3101.0,,96395.0,0.0,,,,1.0,,,1997.0,,,336836.0,543452.0,2015.0,206616.0,8525.97,0,,60379203391067.0,1995-1999,2,1994-1997,543.0,1995-1997,7 1995-1997
90643,14714480,,,,2.5,4.0,,,2.5,,,1957.0,1957.0,,,,,6059.0,,2.0,2.0,0.0,,,33563308.0,-117732205.0,,,,,,,34,266.0,,60590626.392007,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1999.0,,,208934.0,635000.0,2015.0,426066.0,6474.02,0,,60590626392007.0,1995-1999,2,1997-2000,635.0,1997-1999,6 1997-1999
103683,14454398,,,,2.5,3.0,,,2.5,,,2237.0,2237.0,,,,,6059.0,,2.0,2.0,412.0,,,33472459.0,-117599897.0,4430.0,,,,,,1,261.0,,60590320.231041,13693.0,1286.0,,96983.0,0.0,,1.0,,,,,2004.0,,,314372.0,642269.0,2015.0,327897.0,9988.46,0,,60590320231041.0,2000-2004,3,2003-2006,642.0,2003-2005,3 2003-2005
7755,14201185,,,,2.0,3.0,,,2.0,,,1852.0,1852.0,,,,,6059.0,,2.0,2.0,434.0,True,,33873999.0,-117712534.0,8687.0,1.0,,,1.0,,122,261.0,,60590218.262,21412.0,1286.0,,97079.0,0.0,,,,,,,1998.0,,,277549.0,462712.0,2015.0,185163.0,5725.8,0,,60590218262000.0,1995-1999,2,1997-2000,462.0,1997-1999,6 1997-1999
12505,11951744,1.0,,,2.0,2.0,,4.0,2.0,,,2259.0,2259.0,,,,,6037.0,,2.0,,,,2.0,34105119.0,-118254771.0,7525.0,,,,,,010V,260.0,LAR2,60371873.001013,12447.0,3101.0,268473.0,96020.0,0.0,,,,1.0,,,2006.0,,,271486.0,389782.0,2015.0,118296.0,4893.81,0,,60371873001013.0,2005-2009,4,2003-2006,389.0,2005-2007,2 2005-2007
257818,11350322,1.0,,,3.0,4.0,,1.0,3.0,,,4207.0,4207.0,,,,,6037.0,,3.0,,,,20.0,34471745.0,-118645843.0,57007.0,1.0,,,,1.0,0101,261.0,,60379201.191,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,2002.0,,,549675.0,848361.0,2015.0,298686.0,13072.53,0,,60379201191000.0,2000-2004,3,2000-2003,848.0,2001-2003,4 2001-2003
427575,12603610,,,,3.0,3.0,,1.0,3.0,,,2354.0,2354.0,,,,,6037.0,,3.0,,,,2.0,33823900.0,-118335000.0,1876.0,,,,,,010D,269.0,TOPR-MD,60376508.003032,54722.0,3101.0,416347.0,96163.0,0.0,,,,1.0,,,2001.0,,,376192.0,735541.0,2015.0,359349.0,8575.44,0,,60376508003032.0,2000-2004,3,2000-2003,735.0,1999-2001,5 1999-2001
152149,11507490,,,,3.0,3.0,,10.0,3.0,,,3266.0,3266.0,,,,,6037.0,,3.0,,,,2.0,33888240.0,-118409769.0,2709.0,,,,,,0100,261.0,MNRM,60376203.054001,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,2003.0,,,645327.0,1395368.0,2015.0,750041.0,15765.53,0,,60376203054001.0,2000-2004,3,2000-2003,1395.0,2001-2003,4 2001-2003
401010,11284516,1.0,,,2.0,4.0,,4.0,2.0,,,2406.0,2406.0,,,,,6037.0,,2.0,,,,2.0,34681369.0,-118178757.0,9767.0,,,,,,0100,261.0,LRRPD70008,60379010.091008,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2000.0,,,210800.0,263500.0,2015.0,52700.0,3908.54,0,,60379010091008.0,2000-2004,3,1997-2000,263.0,1999-2001,5 1999-2001
496779,14157058,,,,3.0,5.0,,,3.0,,,2716.0,2716.0,,,,,6059.0,,3.0,2.0,650.0,,,33929099.0,-117845430.0,4500.0,,,,,,122,261.0,,60590218.151023,17150.0,1286.0,,97037.0,0.0,,,,,,,2001.0,,,374994.0,652396.0,2015.0,277402.0,9294.94,0,,60590218151023.0,2000-2004,3,2000-2003,652.0,1999-2001,5 1999-2001
613297,11174104,1.0,,,3.0,3.0,,4.0,3.0,,,1522.0,1522.0,,,,,6037.0,,3.0,,,,2.0,34487060.0,-118621971.0,230181.0,,,,,,010D,269.0,LCA120000*,60379201.162014,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,2001.0,,,106000.0,360000.0,2015.0,254000.0,5126.61,0,,60379201162014.0,2000-2004,3,2000-2003,360.0,1999-2001,5 1999-2001
377917,12639948,1.0,,,2.0,3.0,,4.0,2.0,,,1180.0,1180.0,,,,,6037.0,,2.0,,,,2.0,33798200.0,-118303000.0,31059.0,,,,,,010C,266.0,LAC1,60372933.021019,12447.0,3101.0,38888.0,96210.0,0.0,,,,1.0,,,2006.0,,,214036.0,267545.0,2015.0,53509.0,3364.26,0,,60372933021019.0,2005-2009,4,2003-2006,267.0,2005-2007,2 2005-2007
490241,11123475,1.0,,,3.0,3.0,,4.0,3.0,,,1976.0,1976.0,,,,,6037.0,,3.0,,,,2.0,34449800.0,-118481620.0,5437.0,,,,,,0100,261.0,SCUR2,60379200.321028,,3101.0,,96373.0,0.0,,,,1.0,,,2002.0,,,179720.0,455114.0,2015.0,275394.0,6745.76,0,,60379200321028.0,2000-2004,3,2000-2003,455.0,2001-2003,4 2001-2003
541035,14457251,,,,4.5,4.0,,,4.5,,,3695.0,3695.0,,,,,6059.0,,4.0,2.0,651.0,,,33539627.0,-117631124.0,12389.0,,,,,,1,261.0,,60590320.581,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2005.0,,,775398.0,1160877.0,2015.0,385479.0,18149.92,0,,60590320581000.0,2005-2009,4,2003-2006,1160.0,2003-2005,3 2003-2005
388319,11134683,1.0,,,3.0,4.0,,4.0,3.0,,,2500.0,2500.0,,,,,6037.0,,3.0,,,,2.0,34388087.0,-118596520.0,7508.0,,,,,,0100,261.0,LCA25*,60379203.38101,,3101.0,,96395.0,0.0,,,,1.0,,,1999.0,,,261906.0,428535.0,2015.0,166629.0,7910.49,0,,60379203381010.0,1995-1999,2,1997-2000,428.0,1997-1999,6 1997-1999
349820,10899334,1.0,,,2.0,2.0,,4.0,2.0,,,1440.0,1440.0,,,,,6037.0,,2.0,,,,2.0,34161400.0,-118377000.0,,,,,,,010C,266.0,LAR4,60371254.011003,12447.0,3101.0,46795.0,96446.0,0.0,,,,1.0,,,2008.0,,,217037.0,412541.0,2015.0,195504.0,5725.47,0,,60371254011003.0,2005-2009,4,2006-2009,412.0,2007-2009,1 2007-2009
512703,14459347,,,,4.5,4.0,,,4.5,,,3901.0,3901.0,,,,,6059.0,,4.0,2.0,591.0,,,33538676.0,-117637993.0,7606.0,,,,,,1,261.0,,60590320.581016,52835.0,1286.0,764109.0,96998.0,0.0,,1.0,,,,,2005.0,,,611204.0,1280000.0,2015.0,668796.0,19868.16,0,,60590320581016.0,2005-2009,4,2003-2006,1280.0,2003-2005,3 2003-2005
580919,14290269,,,,3.0,6.0,,,3.0,,,2910.0,2910.0,,,,,6059.0,,3.0,1.0,380.0,,,33695072.0,-117803840.0,7650.0,,,,,,122,261.0,,60590525.151003,52650.0,1286.0,275979.0,96943.0,0.0,,,,,,,1996.0,,,341645.0,1200000.0,2015.0,858355.0,15523.38,0,,60590525151003.0,1995-1999,2,1994-1997,1200.0,1995-1997,7 1995-1997
43423,14166353,,,,5.5,6.0,,,5.5,,,5047.0,5047.0,,,,,6059.0,,5.0,4.0,934.0,,,33906118.0,-117789274.0,33203.0,,,,,,1,261.0,,60590218.221004,21412.0,1286.0,,97078.0,0.0,,1.0,,,,,2004.0,,,902286.0,1657110.0,2015.0,754824.0,20777.1,0,,60590218221004.0,2000-2004,3,2003-2006,1657.0,2003-2005,3 2003-2005
556504,14731241,,,,2.5,3.0,,,2.5,,,1957.0,1957.0,,,,,6059.0,,2.0,2.0,0.0,,,33552117.0,-117632210.0,,,,,,,1,266.0,,60590320.594021,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2003.0,,,181839.0,435328.0,2015.0,253489.0,6933.62,0,,60590320592010.0,2000-2004,3,2000-2003,435.0,2001-2003,4 2001-2003
370652,14443715,,,,2.5,3.0,,,2.5,,,2173.0,2173.0,,,,,6059.0,,2.0,2.0,492.0,,,33445834.0,-117593598.0,4536.0,,,,,,122,261.0,,60590421.094006,13693.0,1286.0,,96982.0,0.0,,1.0,,,,,1996.0,,,293496.0,645691.0,2015.0,352195.0,6653.8,0,,60590421094006.0,1995-1999,2,1994-1997,645.0,1995-1997,7 1995-1997
131902,11347635,1.0,,,3.0,3.0,,4.0,3.0,,,2021.0,2021.0,,,,,6037.0,,3.0,,,,2.0,34464318.0,-118556121.0,77577.0,,,,,,010D,269.0,LCA25*,60379201.071017,,3101.0,,96377.0,0.0,,,,1.0,,,2003.0,,,227309.0,339656.0,2015.0,112347.0,6650.55,0,,60379201071017.0,2000-2004,3,2000-2003,339.0,2001-2003,4 2001-2003
327198,11214515,1.0,,,2.0,4.0,,4.0,2.0,,,2030.0,2030.0,,,,,6037.0,,2.0,,,,2.0,34573617.0,-118024142.0,6986.0,,,,,,0100,261.0,PDR1 7000,60379107.051,40227.0,3101.0,,97330.0,0.0,,,,1.0,,,2005.0,,,127000.0,243000.0,2015.0,116000.0,5119.79,0,,60379107051000.0,2005-2009,4,2003-2006,243.0,2003-2005,3 2003-2005
280235,12668752,,,,4.0,4.0,,1.0,4.0,,,1860.0,1860.0,,,,,6037.0,,4.0,,,,2.0,33815226.0,-118387954.0,20847.0,,,,,,010C,266.0,RBMD,60376213.261014,33612.0,3101.0,,96123.0,0.0,,,,1.0,,,2006.0,,,365200.0,1317000.0,2015.0,951800.0,16302.62,0,,60376213261014.0,2005-2009,4,2003-2006,1317.0,2005-2007,2 2005-2007
352901,12560712,1.0,,,2.0,2.0,,,2.0,,,970.0,970.0,,,,,6037.0,,2.0,,,,2.0,33768900.0,-118191000.0,,,,,,,010C,266.0,LBCB*,60375760.012006,46298.0,3101.0,273486.0,96236.0,0.0,,,,1.0,,,2008.0,,,351100.0,408000.0,2015.0,56900.0,5114.0,0,,60375760012007.0,2005-2009,4,2006-2009,408.0,2007-2009,1 2007-2009
450076,17115970,,,,3.0,4.0,,,3.0,,1300.0,2424.0,2424.0,,,1300.0,,6111.0,1.0,3.0,1.0,374.0,,,34258791.0,-119204627.0,4399.0,,,,,,1111,261.0,,61110015.07201,34543.0,2061.0,,97083.0,8.0,,,,,,,2005.0,2.0,,294819.0,589638.0,2015.0,294819.0,6518.54,0,,61110015072010.0,2005-2009,4,2003-2006,589.0,2003-2005,3 2003-2005
333454,14328925,,,,3.5,3.0,,,3.5,,,3808.0,3808.0,,,,,6059.0,,3.0,3.0,765.0,True,,33569000.0,-117823757.0,10333.0,1.0,,,1.0,,1,261.0,,60590626.431039,40009.0,1286.0,,96975.0,0.0,,1.0,,,,,2004.0,,,905716.0,3281272.0,2015.0,2375556.0,36511.78,0,,60590626431039.0,2000-2004,3,2003-2006,3281.0,2003-2005,3 2003-2005
40351,14623109,,,,2.5,3.0,,,2.5,,,2009.0,2009.0,,,,,6059.0,,2.0,2.0,0.0,,,33645863.0,-117775271.0,,,,,,,1,266.0,,60590626.042024,52650.0,1286.0,275111.0,96940.0,0.0,,1.0,,,,,2003.0,,,234443.0,853853.0,2015.0,619410.0,11066.72,0,,60590626042024.0,2000-2004,3,2000-2003,853.0,2001-2003,4 2001-2003
352623,11124176,1.0,,,3.0,3.0,,4.0,3.0,,,1887.0,1887.0,,,,,6037.0,,3.0,,,,2.0,34442695.0,-118473119.0,6891.0,,,,,,0100,261.0,LCA21*,60379200.281009,,3101.0,,96373.0,0.0,,,,1.0,,,2004.0,,,151900.0,473000.0,2015.0,321100.0,6880.16,0,,60379200281009.0,2000-2004,3,2003-2006,473.0,2003-2005,3 2003-2005
225373,14194276,,,,3.5,4.0,,,3.5,,,3558.0,3558.0,,,,,6059.0,,3.0,2.0,580.0,,,33879751.0,-117777873.0,8625.0,,,,,,122,261.0,,60590218.293007,21412.0,1286.0,,97079.0,0.0,,1.0,,,,,1996.0,,,457037.0,693571.0,2015.0,236534.0,8654.32,0,,60590218293007.0,1995-1999,2,1994-1997,693.0,1995-1997,7 1995-1997
68889,11069301,1.0,,,2.0,3.0,,4.0,2.0,,,2065.0,2065.0,,,,,6037.0,,2.0,,,,2.0,34278596.0,-118584558.0,8048.0,,,,,,010D,269.0,LARZ4,60371082.021028,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,2004.0,,,303750.0,746829.0,2015.0,443079.0,9223.04,0,,60371082021028.0,2000-2004,3,2003-2006,746.0,2003-2005,3 2003-2005
592797,11502463,,,,4.0,5.0,,10.0,4.0,,,3724.0,3724.0,,,,,6037.0,,4.0,,,,2.0,33891755.0,-118407326.0,5630.0,,,,,,0100,261.0,MNRS,60376203.034002,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,1998.0,,,313055.0,1382683.0,2015.0,1069628.0,15670.28,0,,60376203034002.0,1995-1999,2,1997-2000,1382.0,1997-1999,6 1997-1999
278815,14089868,,,,2.5,3.0,,,2.5,,,1737.0,1737.0,,,,,6059.0,,2.0,1.0,395.0,,,33759815.0,-118028271.0,3211.0,,,,,,122,261.0,,60590999.061016,34780.0,1286.0,,96990.0,0.0,,1.0,,,,,1997.0,,,231528.0,454795.0,2015.0,223267.0,5556.18,0,,60590999061016.0,1995-1999,2,1994-1997,454.0,1995-1997,7 1995-1997
446476,14464121,,,,2.5,3.0,,,2.5,,,2043.0,2043.0,,,,,6059.0,,2.0,2.0,429.0,,,33565071.0,-117634372.0,3484.0,,,,,,122,261.0,,60590320.571003,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2001.0,,,193829.0,746000.0,2015.0,552171.0,10633.46,0,,60590320571003.0,2000-2004,3,2000-2003,746.0,1999-2001,5 1999-2001
430630,11006966,1.0,,,3.0,3.0,,4.0,3.0,,,1364.0,1364.0,,,,,6037.0,,3.0,,,,2.0,34318793.0,-118398251.0,1249352.0,,,,,,01DC,266.0,LARD6,60371061.112013,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,1999.0,,,173541.0,378552.0,2015.0,205011.0,4606.2,0,,60371061112013.0,1995-1999,2,1997-2000,378.0,1997-1999,6 1997-1999
104747,11017252,1.0,,,3.0,3.0,,4.0,3.0,,,1787.0,1787.0,,,,,6037.0,,3.0,,,,2.0,34291252.0,-118459161.0,17977.0,1.0,,,,1.0,0101,261.0,LARA,60371066.492008,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,1997.0,,,218000.0,523000.0,2015.0,305000.0,6472.06,0,,60371066492008.0,1995-1999,2,1994-1997,523.0,1995-1997,7 1995-1997
23562,14182115,,,,3.0,4.0,,,3.0,,,2981.0,2981.0,,,,,6059.0,,3.0,2.0,456.0,True,,33872568.0,-117850316.0,4940.0,,,1.0,,,122,261.0,,60590117.162008,26531.0,1286.0,,97068.0,0.0,,,,,,,1999.0,,,510314.0,798255.0,2015.0,287941.0,9516.76,0,,60590117162008.0,1995-1999,2,1997-2000,798.0,1997-1999,6 1997-1999
489605,14181915,,,,2.5,4.0,,,2.5,,,2156.0,2156.0,,,,,6059.0,,2.0,2.0,440.0,,,33873375.0,-117859172.0,4130.0,,,,,,122,261.0,,60590117.162015,26531.0,1286.0,,97068.0,0.0,,1.0,,,,,1998.0,,,250002.0,391303.0,2015.0,141301.0,5128.8,0,,60590117162015.0,1995-1999,2,1997-2000,391.0,1997-1999,6 1997-1999
607364,14665423,,,,2.5,2.0,,,2.5,,,1993.0,1993.0,,,,,6059.0,,2.0,,,,,33673900.0,-117843000.0,,,,,,,1,266.0,,60590626.102096,52650.0,1286.0,273096.0,96947.0,0.0,,1.0,,,,,2005.0,,,587220.0,856984.0,2015.0,269764.0,9778.92,0,,60590626102096.0,2005-2009,4,2003-2006,856.0,2003-2005,3 2003-2005
434205,17249244,,,,4.5,5.0,,,4.5,,2459.0,3622.0,3622.0,,,2459.0,,6111.0,1.0,4.0,2.0,609.0,,,34255751.0,-118776365.0,10013.0,,,,,,1111,261.0,,61110075.064,27110.0,2061.0,,97118.0,10.0,,1.0,,,352.0,,2006.0,2.0,,281000.0,806000.0,2015.0,525000.0,8985.3,0,,61110075064000.0,2005-2009,4,2003-2006,806.0,2005-2007,2 2005-2007
555437,13923536,,,,2.0,4.0,,,2.0,,,1706.0,1706.0,,,,,6059.0,,2.0,1.0,360.0,,,33833010.0,-117887627.0,6112.0,,,,,,122,261.0,,60590863.043015,16764.0,1286.0,275470.0,97025.0,6.0,,,,,,,2007.0,1.0,,124590.0,297796.0,2015.0,173206.0,3728.98,0,,60590863043015.0,2005-2009,4,2006-2009,297.0,2005-2007,2 2005-2007
100619,11917303,1.0,,,4.0,3.0,,4.0,4.0,,,2004.0,2004.0,,,,,6037.0,,4.0,,,,2.0,34074700.0,-118095000.0,11643.0,,,,,,012C,266.0,SLR2YY,60374823.012002,33837.0,3101.0,,96515.0,0.0,,,,1.0,,,2005.0,,,214294.0,476806.0,2015.0,262512.0,6446.42,0,,60374823012002.0,2005-2009,4,2003-2006,476.0,2003-2005,3 2003-2005
335322,12768538,1.0,,,3.0,5.0,,4.0,3.0,,,2080.0,2080.0,,,,,6037.0,,3.0,,,,2.0,34045963.0,-117999096.0,10081.0,,,,,,0100,261.0,LCA16000*,60374083.011005,113576.0,3101.0,,96490.0,0.0,,,,1.0,,,1996.0,,,167000.0,550000.0,2015.0,383000.0,7603.34,0,,60374083011005.0,1995-1999,2,1994-1997,550.0,1995-1997,7 1995-1997
85432,17128214,,,,3.5,4.0,,,3.5,,1664.0,3579.0,3579.0,,,1664.0,,6111.0,1.0,3.0,2.0,685.0,,,34237748.0,-119056336.0,9533.0,,,,,,1111,261.0,,61110052.041017,51239.0,2061.0,,97089.0,9.0,,1.0,,,,,1998.0,2.0,,355321.0,586225.0,2015.0,230904.0,6368.08,0,,61110052041017.0,1995-1999,2,1997-2000,586.0,1997-1999,6 1997-1999
192506,17221239,,,,3.0,4.0,,,3.0,66.0,1415.0,2434.0,2434.0,,,1415.0,,6111.0,1.0,3.0,2.0,610.0,,,34272150.0,-118806618.0,6648.0,,,,,,1111,261.0,,61110075.143018,27110.0,2061.0,,97118.0,8.0,,,,,,,1996.0,2.0,,227324.0,650280.0,2015.0,422956.0,7586.46,0,,61110075143018.0,1995-1999,2,1994-1997,650.0,1995-1997,7 1995-1997
573801,11345885,1.0,,,2.0,5.0,,4.0,2.0,,,2254.0,2254.0,,,,,6037.0,,2.0,,,,2.0,34464154.0,-118511786.0,14263.0,,,,,,0100,261.0,SCUR2,60379200.162014,,3101.0,,96403.0,0.0,,,,1.0,,,1998.0,,,202909.0,399870.0,2015.0,196961.0,6265.34,0,,60379200162014.0,1995-1999,2,1997-2000,399.0,1997-1999,6 1997-1999
577676,14144380,,,,2.5,4.0,,,2.5,,,2005.0,2005.0,,,,,6059.0,,2.0,2.0,438.0,,,33901098.0,-117983580.0,4594.0,,,,,,122,261.0,,60590017.072017,24812.0,1286.0,,97041.0,0.0,,1.0,,,,,1998.0,,,247534.0,364385.0,2015.0,116851.0,4365.92,0,,60590017072017.0,1995-1999,2,1997-2000,364.0,1997-1999,6 1997-1999
19606,11305548,1.0,,,3.0,4.0,,4.0,3.0,,,2696.0,2696.0,,,,,6037.0,,3.0,,,,2.0,34676681.0,-118199646.0,11692.0,1.0,,,,1.0,0101,261.0,LRA22*,60379010.042001,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1998.0,,,286200.0,324000.0,2015.0,37800.0,5121.43,0,,60379010042001.0,1995-1999,2,1997-2000,324.0,1997-1999,6 1997-1999
478947,17240787,,,,2.5,4.0,,,2.5,,1154.0,2310.0,2310.0,,,1154.0,,6111.0,1.0,2.0,2.0,570.0,,,34290940.0,-118679592.0,4195.0,,,,,,1111,261.0,,61110083.051018,27110.0,2061.0,,97116.0,8.0,,1.0,,,,,1997.0,2.0,,200452.0,334085.0,2015.0,133633.0,3915.86,0,,61110083051018.0,1995-1999,2,1994-1997,334.0,1995-1997,7 1995-1997
405902,17230797,,,,2.5,3.0,,,2.5,,546.0,1500.0,1500.0,,,546.0,,6111.0,1.0,2.0,2.0,0.0,,,34283026.0,-118743875.0,,,,,,,1129,266.0,,61110079.031031,27110.0,2061.0,,97118.0,5.0,,1.0,,,,,2004.0,2.0,,133000.0,380000.0,2015.0,247000.0,4396.02,0,,61110079031031.0,2000-2004,3,2003-2006,380.0,2003-2005,3 2003-2005
386872,14661642,,,,3.0,3.0,,,3.0,,,1612.0,1612.0,,,,,6059.0,,3.0,2.0,0.0,,,33688143.0,-117997971.0,,,,,,,34,266.0,,60590994.133021,25218.0,1286.0,,96966.0,0.0,,,,,,,2000.0,,,216288.0,440350.0,2015.0,224062.0,5130.42,0,,60590994133021.0,2000-2004,3,1997-2000,440.0,1999-2001,5 1999-2001
313155,12898686,1.0,,,3.0,4.0,,4.0,3.0,,,1664.0,1664.0,,,,,6037.0,,3.0,,,,2.0,34107463.0,-117759350.0,3167.0,,,,,,010D,269.0,LUCPD*,60374016.021018,39308.0,3101.0,763172.0,96494.0,0.0,,,,1.0,,,1997.0,,,152600.0,465500.0,2015.0,312900.0,5764.97,0,,60374016021018.0,1995-1999,2,1994-1997,465.0,1995-1997,7 1995-1997
558673,13861695,,,,2.5,3.0,,,2.5,,,2028.0,2028.0,,,,,6059.0,,2.0,2.0,518.0,,,33680551.0,-118027835.0,1276.0,,,,,,122,261.0,,60590993.083022,25218.0,1286.0,,96966.0,0.0,,1.0,,,,,1996.0,,,324111.0,757999.0,2015.0,433888.0,6855.3,0,,60590993083022.0,1995-1999,2,1994-1997,757.0,1995-1997,7 1995-1997
116012,12104030,1.0,,,3.0,3.0,,4.0,3.0,,,1647.0,1647.0,,,,,6037.0,,3.0,,,,2.0,34149300.0,-118138000.0,38964.0,,,,,,010C,266.0,PSC-,60374622.022005,47019.0,3101.0,275958.0,96289.0,0.0,,,,1.0,,,2000.0,,,354799.0,417482.0,2015.0,62683.0,5057.03,0,,60374622022005.0,2000-2004,3,1997-2000,417.0,1999-2001,5 1999-2001
