ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
499,5 Master's,1 Master's,300,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, back-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,Asian,10-May,15-Oct
500,4 Bachelor's,2 Bachelor's,300,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,Other (please specify):,"10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,Biracial,10-May,15-Oct
501,1 Secondary,5 Secondary,53,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, front-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
508,4 Bachelor's,2 Bachelor's,72,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Gay or Lesbian,White,0-5,0-5
511,4 Bachelor's,2 Bachelor's,50,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Engineer, data",2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
515,4 Bachelor's,2 Bachelor's,1740,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, back-end",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
528,4 Bachelor's,2 Bachelor's,262,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Engineer, site reliability","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Middle Eastern,0-5,15-Oct
540,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,,Middle Eastern;Asian;East Asian,0-5,15-Oct
548,4 Bachelor's,2 Bachelor's,90,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Codecademy,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Asian,0-5,10-May
551,4 Bachelor's,2 Bachelor's,750,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,,100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
554,4 Bachelor's,2 Bachelor's,70,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
555,4 Bachelor's,2 Bachelor's,171,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Udemy,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
557,5 Master's,1 Master's,2250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
559,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Udemy,"Developer, full-stack",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,35-40
560,5 Master's,1 Master's,86,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
561,2 College study,4 College study,105,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,Books / Physical media,,,"Developer, back-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Bisexual,White;Hispanic or Latino/a,10-May,15-Oct
563,4 Bachelor's,2 Bachelor's,78,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Stack Overflow,Coursera,"Developer, front-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
566,4 Bachelor's,2 Bachelor's,187,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,20-25,20-25
572,4 Bachelor's,2 Bachelor's,78,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, embedded applications or devices",100 to 499 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
578,4 Bachelor's,2 Bachelor's,215,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
581,4 Bachelor's,2 Bachelor's,150,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,,Udemy,Marketing or sales professional,500 to 999 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,Prefer not to say,10-May,10-May
586,4 Bachelor's,2 Bachelor's,162,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,DevOps specialist,"10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
590,4 Bachelor's,2 Bachelor's,55,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual,Hispanic or Latino/a,0-5,10-May
596,2 College study,4 College study,125,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;European,15-Oct,15-20
597,2 College study,4 College study,200,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Coursera,"Developer, back-end",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,30-35,30-35
600,5 Master's,1 Master's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,15-20
603,2 College study,4 College study,110,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;European;Hispanic or Latino/a,15-Oct,15-Oct
605,5 Master's,1 Master's,250,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,Coursera,Data scientist or machine learning specialist,100 to 499 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,15-Oct
607,5 Master's,1 Master's,400,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,Books / Physical media,,,"Developer, back-end","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,35-40
610,5 Master's,1 Master's,82,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,Other (please specify):,10 to 19 employees,United States of America,25-34 years old,Woman,Yes,Queer,White,0-5,15-Oct
611,4 Bachelor's,2 Bachelor's,125,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, mobile","10,000 or more employees",United States of America,18-24 years old,Man,No,Straight / Heterosexual,Multiracial,10-May,15-20
612,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, back-end",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,Asian,20-25,20-25
613,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,Engineering manager,100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
615,3 Associate,3 Associate,310,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,Engineering manager,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,European;Ethnoreligious group,15-20,20-25
618,5 Master's,1 Master's,140,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
619,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,20-25,20-25
622,4 Bachelor's,2 Bachelor's,125,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
651,4 Bachelor's,2 Bachelor's,265,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,Asian;South Asian,10-May,15-Oct
656,2 College study,4 College study,135,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,,,"Engineer, site reliability",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,European,15-Oct,20-25
